key,value,date
IT,7060,01/01/12
IT,13687,01/01/13
IT,35470,01/01/14
IT,40018,01/01/15
Retail,12056,01/01/12
Retail,18351,01/01/13
Retail,33988,01/01/14
Retail,46386,01/01/15
Engineering,2836,01/01/12
Engineering,5425,01/01/13
Engineering,4410,01/01/14
Engineering,5921,01/01/15
Banking,1491,01/01/12
Banking,3330,01/01/13
Banking,4150,01/01/14
Banking,4366,01/01/15
