key,value,date
Legal Occupations,22,4/1/16
Legal Occupations,47,5/1/16
Legal Occupations,41,6/1/16
Legal Occupations,25,7/1/16
Legal Occupations,36,8/1/16
Legal Occupations,20,9/1/16
Legal Occupations,31,10/1/16
Legal Occupations,21,11/1/16
Legal Occupations,16,12/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",0,1/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,2/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,3/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,4/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,5/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,6/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,7/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,8/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,9/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",0,10/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",43,11/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",48,12/1/11
"Arts, Design, Entertainment, Sports, and Media Occupations",41,1/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",39,2/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",53,3/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,4/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,5/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,6/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,7/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,8/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,9/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,10/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,11/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,12/1/12
"Arts, Design, Entertainment, Sports, and Media Occupations",0,1/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",0,2/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",0,3/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",22,4/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",26,5/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",15,6/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",18,7/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",28,8/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",40,9/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",0,10/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",0,11/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",0,12/1/13
"Arts, Design, Entertainment, Sports, and Media Occupations",0,1/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",0,2/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",0,3/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",86,4/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",94,5/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",87,6/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",58,7/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",73,8/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",73,9/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",0,10/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",0,11/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",0,12/1/14
"Arts, Design, Entertainment, Sports, and Media Occupations",0,1/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",0,2/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",0,3/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",73,4/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",86,5/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",61,6/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",92,7/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",109,8/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",142,9/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",0,10/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",0,11/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",0,12/1/15
"Arts, Design, Entertainment, Sports, and Media Occupations",0,1/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",0,2/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",0,3/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",104,4/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",152,5/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",164,6/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",131,7/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",163,8/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",114,9/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",129,10/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",120,11/1/16
"Arts, Design, Entertainment, Sports, and Media Occupations",109,12/1/16
"Education, Training, and Library Occupations",0,1/1/11
"Education, Training, and Library Occupations",0,2/1/11
"Education, Training, and Library Occupations",0,3/1/11
"Education, Training, and Library Occupations",0,4/1/11
"Education, Training, and Library Occupations",0,5/1/11
"Education, Training, and Library Occupations",0,6/1/11
"Education, Training, and Library Occupations",0,7/1/11
"Education, Training, and Library Occupations",0,8/1/11
"Education, Training, and Library Occupations",0,9/1/11
"Education, Training, and Library Occupations",0,10/1/11
"Education, Training, and Library Occupations",98,11/1/11
"Education, Training, and Library Occupations",128,12/1/11
"Education, Training, and Library Occupations",167,1/1/12
"Education, Training, and Library Occupations",61,2/1/12
"Education, Training, and Library Occupations",240,3/1/12
"Education, Training, and Library Occupations",0,4/1/12
"Education, Training, and Library Occupations",0,5/1/12
"Education, Training, and Library Occupations",0,6/1/12
"Education, Training, and Library Occupations",0,7/1/12
"Education, Training, and Library Occupations",0,8/1/12
"Education, Training, and Library Occupations",0,9/1/12
"Education, Training, and Library Occupations",0,10/1/12
"Education, Training, and Library Occupations",0,11/1/12
"Education, Training, and Library Occupations",0,12/1/12
"Education, Training, and Library Occupations",0,1/1/13
"Education, Training, and Library Occupations",0,2/1/13
"Education, Training, and Library Occupations",0,3/1/13
"Education, Training, and Library Occupations",109,4/1/13
"Education, Training, and Library Occupations",100,5/1/13
"Education, Training, and Library Occupations",89,6/1/13
"Education, Training, and Library Occupations",79,7/1/13
"Education, Training, and Library Occupations",111,8/1/13
"Education, Training, and Library Occupations",208,9/1/13
"Education, Training, and Library Occupations",0,10/1/13
"Education, Training, and Library Occupations",0,11/1/13
"Education, Training, and Library Occupations",0,12/1/13
"Education, Training, and Library Occupations",0,1/1/14
"Education, Training, and Library Occupations",0,2/1/14
"Education, Training, and Library Occupations",0,3/1/14
"Education, Training, and Library Occupations",284,4/1/14
"Education, Training, and Library Occupations",299,5/1/14
"Education, Training, and Library Occupations",337,6/1/14
"Education, Training, and Library Occupations",240,7/1/14
"Education, Training, and Library Occupations",227,8/1/14
"Education, Training, and Library Occupations",304,9/1/14
"Education, Training, and Library Occupations",0,10/1/14
"Education, Training, and Library Occupations",0,11/1/14
"Education, Training, and Library Occupations",0,12/1/14
"Education, Training, and Library Occupations",0,1/1/15
"Education, Training, and Library Occupations",0,2/1/15
"Education, Training, and Library Occupations",0,3/1/15
"Education, Training, and Library Occupations",160,4/1/15
"Education, Training, and Library Occupations",111,5/1/15
"Education, Training, and Library Occupations",181,6/1/15
"Education, Training, and Library Occupations",250,7/1/15
"Education, Training, and Library Occupations",314,8/1/15
"Education, Training, and Library Occupations",379,9/1/15
"Education, Training, and Library Occupations",0,10/1/15
"Education, Training, and Library Occupations",0,11/1/15
"Education, Training, and Library Occupations",0,12/1/15
"Education, Training, and Library Occupations",0,1/1/16
"Education, Training, and Library Occupations",0,2/1/16
"Education, Training, and Library Occupations",0,3/1/16
"Education, Training, and Library Occupations",227,4/1/16
"Education, Training, and Library Occupations",328,5/1/16
"Education, Training, and Library Occupations",305,6/1/16
"Education, Training, and Library Occupations",286,7/1/16
"Education, Training, and Library Occupations",418,8/1/16
"Education, Training, and Library Occupations",196,9/1/16
"Education, Training, and Library Occupations",339,10/1/16
"Education, Training, and Library Occupations",208,11/1/16
"Education, Training, and Library Occupations",182,12/1/16
Computer and Mathematical Occupations,0,1/1/11
Computer and Mathematical Occupations,0,2/1/11
Computer and Mathematical Occupations,0,3/1/11
Computer and Mathematical Occupations,0,4/1/11
Computer and Mathematical Occupations,0,5/1/11
Computer and Mathematical Occupations,0,6/1/11
Computer and Mathematical Occupations,0,7/1/11
Computer and Mathematical Occupations,0,8/1/11
Computer and Mathematical Occupations,0,9/1/11
Computer and Mathematical Occupations,0,10/1/11
Computer and Mathematical Occupations,1308,11/1/11
Computer and Mathematical Occupations,1140,12/1/11
Computer and Mathematical Occupations,858,1/1/12
Computer and Mathematical Occupations,1051,2/1/12
Computer and Mathematical Occupations,1503,3/1/12
Computer and Mathematical Occupations,0,4/1/12
Computer and Mathematical Occupations,0,5/1/12
Computer and Mathematical Occupations,0,6/1/12
Computer and Mathematical Occupations,0,7/1/12
Computer and Mathematical Occupations,0,8/1/12
Computer and Mathematical Occupations,0,9/1/12
Computer and Mathematical Occupations,0,10/1/12
Computer and Mathematical Occupations,0,11/1/12
Computer and Mathematical Occupations,0,12/1/12
Computer and Mathematical Occupations,0,1/1/13
Computer and Mathematical Occupations,0,2/1/13
Computer and Mathematical Occupations,0,3/1/13
Computer and Mathematical Occupations,1279,4/1/13
Computer and Mathematical Occupations,1459,5/1/13
Computer and Mathematical Occupations,1008,6/1/13
Computer and Mathematical Occupations,1108,7/1/13
Computer and Mathematical Occupations,1536,8/1/13
Computer and Mathematical Occupations,1518,9/1/13
Computer and Mathematical Occupations,0,10/1/13
Computer and Mathematical Occupations,0,11/1/13
Computer and Mathematical Occupations,0,12/1/13
Computer and Mathematical Occupations,0,1/1/14
Computer and Mathematical Occupations,0,2/1/14
Computer and Mathematical Occupations,0,3/1/14
Computer and Mathematical Occupations,3197,4/1/14
Computer and Mathematical Occupations,3870,5/1/14
Computer and Mathematical Occupations,4129,6/1/14
Computer and Mathematical Occupations,3126,7/1/14
Computer and Mathematical Occupations,2679,8/1/14
Computer and Mathematical Occupations,3006,9/1/14
Computer and Mathematical Occupations,0,10/1/14
Computer and Mathematical Occupations,0,11/1/14
Computer and Mathematical Occupations,0,12/1/14
Computer and Mathematical Occupations,0,1/1/15
Computer and Mathematical Occupations,0,2/1/15
Computer and Mathematical Occupations,0,3/1/15
Computer and Mathematical Occupations,2766,4/1/15
Computer and Mathematical Occupations,2580,5/1/15
Computer and Mathematical Occupations,2672,6/1/15
Computer and Mathematical Occupations,4134,7/1/15
Computer and Mathematical Occupations,4434,8/1/15
Computer and Mathematical Occupations,5352,9/1/15
Computer and Mathematical Occupations,0,10/1/15
Computer and Mathematical Occupations,0,11/1/15
Computer and Mathematical Occupations,0,12/1/15
Computer and Mathematical Occupations,0,1/1/16
Computer and Mathematical Occupations,0,2/1/16
Computer and Mathematical Occupations,0,3/1/16
Computer and Mathematical Occupations,4766,4/1/16
Computer and Mathematical Occupations,6248,5/1/16
Computer and Mathematical Occupations,6790,6/1/16
Computer and Mathematical Occupations,5637,7/1/16
Computer and Mathematical Occupations,5627,8/1/16
Computer and Mathematical Occupations,5608,9/1/16
Computer and Mathematical Occupations,4686,10/1/16
Computer and Mathematical Occupations,4416,11/1/16
Computer and Mathematical Occupations,3615,12/1/16
Healthcare Support Occupations,0,1/1/11
Healthcare Support Occupations,0,2/1/11
Healthcare Support Occupations,0,3/1/11
Healthcare Support Occupations,0,4/1/11
Healthcare Support Occupations,0,5/1/11
Healthcare Support Occupations,0,6/1/11
Healthcare Support Occupations,0,7/1/11
Healthcare Support Occupations,0,8/1/11
Healthcare Support Occupations,0,9/1/11
Healthcare Support Occupations,0,10/1/11
Healthcare Support Occupations,0,11/1/11
Healthcare Support Occupations,6,12/1/11
Healthcare Support Occupations,8,1/1/12
Healthcare Support Occupations,7,2/1/12
Healthcare Support Occupations,7,3/1/12
Healthcare Support Occupations,0,4/1/12
Healthcare Support Occupations,0,5/1/12
Healthcare Support Occupations,0,6/1/12
Healthcare Support Occupations,0,7/1/12
Healthcare Support Occupations,0,8/1/12
Healthcare Support Occupations,0,9/1/12
Healthcare Support Occupations,0,10/1/12
Healthcare Support Occupations,0,11/1/12
Healthcare Support Occupations,0,12/1/12
Healthcare Support Occupations,0,1/1/13
Healthcare Support Occupations,0,2/1/13
Healthcare Support Occupations,0,3/1/13
Healthcare Support Occupations,0,4/1/13
Healthcare Support Occupations,2,5/1/13
Healthcare Support Occupations,3,6/1/13
Healthcare Support Occupations,0,7/1/13
Healthcare Support Occupations,2,8/1/13
Healthcare Support Occupations,1,9/1/13
Healthcare Support Occupations,0,10/1/13
Healthcare Support Occupations,0,11/1/13
Healthcare Support Occupations,0,12/1/13
Healthcare Support Occupations,0,1/1/14
Healthcare Support Occupations,0,2/1/14
Healthcare Support Occupations,0,3/1/14
Healthcare Support Occupations,5,4/1/14
Healthcare Support Occupations,4,5/1/14
Healthcare Support Occupations,1,6/1/14
Healthcare Support Occupations,8,7/1/14
Healthcare Support Occupations,6,8/1/14
Healthcare Support Occupations,15,9/1/14
Healthcare Support Occupations,0,10/1/14
Healthcare Support Occupations,0,11/1/14
Healthcare Support Occupations,0,12/1/14
Healthcare Support Occupations,0,1/1/15
Healthcare Support Occupations,0,2/1/15
Healthcare Support Occupations,0,3/1/15
Healthcare Support Occupations,20,4/1/15
Healthcare Support Occupations,14,5/1/15
Healthcare Support Occupations,4,6/1/15
Healthcare Support Occupations,22,7/1/15
Healthcare Support Occupations,60,8/1/15
Healthcare Support Occupations,55,9/1/15
Healthcare Support Occupations,0,10/1/15
Healthcare Support Occupations,0,11/1/15
Healthcare Support Occupations,0,12/1/15
Healthcare Support Occupations,0,1/1/16
Healthcare Support Occupations,0,2/1/16
Healthcare Support Occupations,0,3/1/16
Healthcare Support Occupations,27,4/1/16
Healthcare Support Occupations,24,5/1/16
Healthcare Support Occupations,44,6/1/16
Healthcare Support Occupations,14,7/1/16
Healthcare Support Occupations,25,8/1/16
Healthcare Support Occupations,25,9/1/16
Healthcare Support Occupations,30,10/1/16
Healthcare Support Occupations,63,11/1/16
Healthcare Support Occupations,38,12/1/16
Building and Grounds Cleaning and Maintenance Occupations,0,1/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,2/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,3/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,4/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,5/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,6/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,7/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,8/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,9/1/11
Building and Grounds Cleaning and Maintenance Occupations,0,10/1/11
Building and Grounds Cleaning and Maintenance Occupations,2,11/1/11
Building and Grounds Cleaning and Maintenance Occupations,6,12/1/11
Building and Grounds Cleaning and Maintenance Occupations,8,1/1/12
Building and Grounds Cleaning and Maintenance Occupations,8,2/1/12
Building and Grounds Cleaning and Maintenance Occupations,3,3/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,4/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,5/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,6/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,7/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,8/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,9/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,10/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,11/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,12/1/12
Building and Grounds Cleaning and Maintenance Occupations,0,1/1/13
Building and Grounds Cleaning and Maintenance Occupations,0,2/1/13
Building and Grounds Cleaning and Maintenance Occupations,0,3/1/13
Building and Grounds Cleaning and Maintenance Occupations,1,4/1/13
Building and Grounds Cleaning and Maintenance Occupations,6,5/1/13
Building and Grounds Cleaning and Maintenance Occupations,1,6/1/13
Building and Grounds Cleaning and Maintenance Occupations,3,7/1/13
Building and Grounds Cleaning and Maintenance Occupations,4,8/1/13
Building and Grounds Cleaning and Maintenance Occupations,2,9/1/13
Building and Grounds Cleaning and Maintenance Occupations,0,10/1/13
Building and Grounds Cleaning and Maintenance Occupations,0,11/1/13
Building and Grounds Cleaning and Maintenance Occupations,0,12/1/13
Building and Grounds Cleaning and Maintenance Occupations,0,1/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,2/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,3/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,4/1/14
Building and Grounds Cleaning and Maintenance Occupations,10,5/1/14
Building and Grounds Cleaning and Maintenance Occupations,30,6/1/14
Building and Grounds Cleaning and Maintenance Occupations,9,7/1/14
Building and Grounds Cleaning and Maintenance Occupations,4,8/1/14
Building and Grounds Cleaning and Maintenance Occupations,4,9/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,10/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,11/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,12/1/14
Building and Grounds Cleaning and Maintenance Occupations,0,1/1/15
Building and Grounds Cleaning and Maintenance Occupations,0,2/1/15
Building and Grounds Cleaning and Maintenance Occupations,0,3/1/15
Building and Grounds Cleaning and Maintenance Occupations,12,4/1/15
Building and Grounds Cleaning and Maintenance Occupations,60,5/1/15
Building and Grounds Cleaning and Maintenance Occupations,93,6/1/15
Building and Grounds Cleaning and Maintenance Occupations,54,7/1/15
Building and Grounds Cleaning and Maintenance Occupations,159,8/1/15
Building and Grounds Cleaning and Maintenance Occupations,126,9/1/15
Building and Grounds Cleaning and Maintenance Occupations,0,10/1/15
Building and Grounds Cleaning and Maintenance Occupations,0,11/1/15
Building and Grounds Cleaning and Maintenance Occupations,0,12/1/15
Building and Grounds Cleaning and Maintenance Occupations,0,1/1/16
Building and Grounds Cleaning and Maintenance Occupations,0,2/1/16
Building and Grounds Cleaning and Maintenance Occupations,0,3/1/16
Building and Grounds Cleaning and Maintenance Occupations,20,4/1/16
Building and Grounds Cleaning and Maintenance Occupations,45,5/1/16
Building and Grounds Cleaning and Maintenance Occupations,110,6/1/16
Building and Grounds Cleaning and Maintenance Occupations,58,7/1/16
Building and Grounds Cleaning and Maintenance Occupations,72,8/1/16
Building and Grounds Cleaning and Maintenance Occupations,39,9/1/16
Building and Grounds Cleaning and Maintenance Occupations,59,10/1/16
Building and Grounds Cleaning and Maintenance Occupations,43,11/1/16
Building and Grounds Cleaning and Maintenance Occupations,41,12/1/16
Architecture and Engineering Occupations,0,1/1/11
Architecture and Engineering Occupations,0,2/1/11
Architecture and Engineering Occupations,0,3/1/11
Architecture and Engineering Occupations,0,4/1/11
Architecture and Engineering Occupations,0,5/1/11
Architecture and Engineering Occupations,0,6/1/11
Architecture and Engineering Occupations,0,7/1/11
Architecture and Engineering Occupations,0,8/1/11
Architecture and Engineering Occupations,0,9/1/11
Architecture and Engineering Occupations,0,10/1/11
Architecture and Engineering Occupations,244,11/1/11
Architecture and Engineering Occupations,275,12/1/11
Architecture and Engineering Occupations,199,1/1/12
Architecture and Engineering Occupations,183,2/1/12
Architecture and Engineering Occupations,336,3/1/12
Architecture and Engineering Occupations,0,4/1/12
Architecture and Engineering Occupations,0,5/1/12
Architecture and Engineering Occupations,0,6/1/12
Architecture and Engineering Occupations,0,7/1/12
Architecture and Engineering Occupations,0,8/1/12
Architecture and Engineering Occupations,0,9/1/12
Architecture and Engineering Occupations,0,10/1/12
Architecture and Engineering Occupations,0,11/1/12
Architecture and Engineering Occupations,0,12/1/12
Architecture and Engineering Occupations,0,1/1/13
Architecture and Engineering Occupations,0,2/1/13
Architecture and Engineering Occupations,0,3/1/13
Architecture and Engineering Occupations,216,4/1/13
Architecture and Engineering Occupations,200,5/1/13
Architecture and Engineering Occupations,169,6/1/13
Architecture and Engineering Occupations,254,7/1/13
Architecture and Engineering Occupations,307,8/1/13
Architecture and Engineering Occupations,295,9/1/13
Architecture and Engineering Occupations,0,10/1/13
Architecture and Engineering Occupations,0,11/1/13
Architecture and Engineering Occupations,0,12/1/13
Architecture and Engineering Occupations,0,1/1/14
Architecture and Engineering Occupations,0,2/1/14
Architecture and Engineering Occupations,0,3/1/14
Architecture and Engineering Occupations,953,4/1/14
Architecture and Engineering Occupations,853,5/1/14
Architecture and Engineering Occupations,767,6/1/14
Architecture and Engineering Occupations,651,7/1/14
Architecture and Engineering Occupations,619,8/1/14
Architecture and Engineering Occupations,476,9/1/14
Architecture and Engineering Occupations,0,10/1/14
Architecture and Engineering Occupations,0,11/1/14
Architecture and Engineering Occupations,0,12/1/14
Architecture and Engineering Occupations,0,1/1/15
Architecture and Engineering Occupations,0,2/1/15
Architecture and Engineering Occupations,0,3/1/15
Architecture and Engineering Occupations,702,4/1/15
Architecture and Engineering Occupations,793,5/1/15
Architecture and Engineering Occupations,551,6/1/15
Architecture and Engineering Occupations,677,7/1/15
Architecture and Engineering Occupations,647,8/1/15
Architecture and Engineering Occupations,808,9/1/15
Architecture and Engineering Occupations,0,10/1/15
Architecture and Engineering Occupations,0,11/1/15
Architecture and Engineering Occupations,0,12/1/15
Architecture and Engineering Occupations,0,1/1/16
Architecture and Engineering Occupations,0,2/1/16
Architecture and Engineering Occupations,0,3/1/16
Architecture and Engineering Occupations,881,4/1/16
Architecture and Engineering Occupations,1033,5/1/16
Architecture and Engineering Occupations,896,6/1/16
Architecture and Engineering Occupations,630,7/1/16
Architecture and Engineering Occupations,876,8/1/16
Architecture and Engineering Occupations,729,9/1/16
Architecture and Engineering Occupations,639,10/1/16
Architecture and Engineering Occupations,593,11/1/16
Architecture and Engineering Occupations,551,12/1/16
Production Occupations,0,1/1/11
Production Occupations,0,2/1/11
Production Occupations,0,3/1/11
Production Occupations,0,4/1/11
Production Occupations,0,5/1/11
Production Occupations,0,6/1/11
Production Occupations,0,7/1/11
Production Occupations,0,8/1/11
Production Occupations,0,9/1/11
Production Occupations,0,10/1/11
Production Occupations,2,11/1/11
Production Occupations,18,12/1/11
Production Occupations,35,1/1/12
Production Occupations,35,2/1/12
Production Occupations,13,3/1/12
Production Occupations,0,4/1/12
Production Occupations,0,5/1/12
Production Occupations,0,6/1/12
Production Occupations,0,7/1/12
Production Occupations,0,8/1/12
Production Occupations,0,9/1/12
Production Occupations,0,10/1/12
Production Occupations,0,11/1/12
Production Occupations,0,12/1/12
Production Occupations,0,1/1/13
Production Occupations,0,2/1/13
Production Occupations,0,3/1/13
Production Occupations,11,4/1/13
Production Occupations,17,5/1/13
Production Occupations,10,6/1/13
Production Occupations,11,7/1/13
Production Occupations,16,8/1/13
Production Occupations,39,9/1/13
Production Occupations,0,10/1/13
Production Occupations,0,11/1/13
Production Occupations,0,12/1/13
Production Occupations,0,1/1/14
Production Occupations,0,2/1/14
Production Occupations,0,3/1/14
Production Occupations,14,4/1/14
Production Occupations,36,5/1/14
Production Occupations,30,6/1/14
Production Occupations,46,7/1/14
Production Occupations,61,8/1/14
Production Occupations,56,9/1/14
Production Occupations,0,10/1/14
Production Occupations,0,11/1/14
Production Occupations,0,12/1/14
Production Occupations,0,1/1/15
Production Occupations,0,2/1/15
Production Occupations,0,3/1/15
Production Occupations,193,4/1/15
Production Occupations,166,5/1/15
Production Occupations,166,6/1/15
Production Occupations,192,7/1/15
Production Occupations,335,8/1/15
Production Occupations,173,9/1/15
Production Occupations,0,10/1/15
Production Occupations,0,11/1/15
Production Occupations,0,12/1/15
Production Occupations,0,1/1/16
Production Occupations,0,2/1/16
Production Occupations,0,3/1/16
Production Occupations,172,4/1/16
Production Occupations,297,5/1/16
Production Occupations,342,6/1/16
Production Occupations,286,7/1/16
Production Occupations,289,8/1/16
Production Occupations,275,9/1/16
Production Occupations,191,10/1/16
Production Occupations,195,11/1/16
Production Occupations,268,12/1/16
Office and Administrative Support Occupations,0,1/1/11
Office and Administrative Support Occupations,0,2/1/11
Office and Administrative Support Occupations,0,3/1/11
Office and Administrative Support Occupations,0,4/1/11
Office and Administrative Support Occupations,0,5/1/11
Office and Administrative Support Occupations,0,6/1/11
Office and Administrative Support Occupations,0,7/1/11
Office and Administrative Support Occupations,0,8/1/11
Office and Administrative Support Occupations,0,9/1/11
Office and Administrative Support Occupations,0,10/1/11
Office and Administrative Support Occupations,2,11/1/11
Office and Administrative Support Occupations,14,12/1/11
Office and Administrative Support Occupations,14,1/1/12
Office and Administrative Support Occupations,11,2/1/12
Office and Administrative Support Occupations,5,3/1/12
Office and Administrative Support Occupations,0,4/1/12
Office and Administrative Support Occupations,0,5/1/12
Office and Administrative Support Occupations,0,6/1/12
Office and Administrative Support Occupations,0,7/1/12
Office and Administrative Support Occupations,0,8/1/12
Office and Administrative Support Occupations,0,9/1/12
Office and Administrative Support Occupations,0,10/1/12
Office and Administrative Support Occupations,0,11/1/12
Office and Administrative Support Occupations,0,12/1/12
Office and Administrative Support Occupations,0,1/1/13
Office and Administrative Support Occupations,0,2/1/13
Office and Administrative Support Occupations,0,3/1/13
Office and Administrative Support Occupations,4,4/1/13
Office and Administrative Support Occupations,8,5/1/13
Office and Administrative Support Occupations,5,6/1/13
Office and Administrative Support Occupations,4,7/1/13
Office and Administrative Support Occupations,8,8/1/13
Office and Administrative Support Occupations,3,9/1/13
Office and Administrative Support Occupations,0,10/1/13
Office and Administrative Support Occupations,0,11/1/13
Office and Administrative Support Occupations,0,12/1/13
Office and Administrative Support Occupations,0,1/1/14
Office and Administrative Support Occupations,0,2/1/14
Office and Administrative Support Occupations,0,3/1/14
Office and Administrative Support Occupations,13,4/1/14
Office and Administrative Support Occupations,15,5/1/14
Office and Administrative Support Occupations,16,6/1/14
Office and Administrative Support Occupations,10,7/1/14
Office and Administrative Support Occupations,9,8/1/14
Office and Administrative Support Occupations,3,9/1/14
Office and Administrative Support Occupations,0,10/1/14
Office and Administrative Support Occupations,0,11/1/14
Office and Administrative Support Occupations,0,12/1/14
Office and Administrative Support Occupations,0,1/1/15
Office and Administrative Support Occupations,0,2/1/15
Office and Administrative Support Occupations,0,3/1/15
Office and Administrative Support Occupations,40,4/1/15
Office and Administrative Support Occupations,27,5/1/15
Office and Administrative Support Occupations,36,6/1/15
Office and Administrative Support Occupations,76,7/1/15
Office and Administrative Support Occupations,74,8/1/15
Office and Administrative Support Occupations,94,9/1/15
Office and Administrative Support Occupations,0,10/1/15
Office and Administrative Support Occupations,0,11/1/15
Office and Administrative Support Occupations,0,12/1/15
Office and Administrative Support Occupations,0,1/1/16
Office and Administrative Support Occupations,0,2/1/16
Office and Administrative Support Occupations,0,3/1/16
Office and Administrative Support Occupations,40,4/1/16
Office and Administrative Support Occupations,64,5/1/16
Office and Administrative Support Occupations,90,6/1/16
Office and Administrative Support Occupations,80,7/1/16
Office and Administrative Support Occupations,89,8/1/16
Office and Administrative Support Occupations,77,9/1/16
Office and Administrative Support Occupations,92,10/1/16
Office and Administrative Support Occupations,72,11/1/16
Office and Administrative Support Occupations,52,12/1/16
Healthcare Practitioners and Technical Occupations,0,1/1/11
Healthcare Practitioners and Technical Occupations,0,2/1/11
Healthcare Practitioners and Technical Occupations,0,3/1/11
Healthcare Practitioners and Technical Occupations,0,4/1/11
Healthcare Practitioners and Technical Occupations,0,5/1/11
Healthcare Practitioners and Technical Occupations,0,6/1/11
Healthcare Practitioners and Technical Occupations,0,7/1/11
